"Country","Pollutant","VAR","Variable","Year","Unit","PowerCode","Value"
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",7313616.493
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",7202956.514
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",7244301.889
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",7301363.18
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",7415471.108
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",7423031.031
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",7344462.848
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",7449616.025
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",7224648.98
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",6772000.071
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",6991106.343
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",6827402.421
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",6585907.766
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",6764669.11
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",6824956.709
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",6671112.065
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",6520337.839
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",6483291.331
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",6671449.401
"United States","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",6558345.179
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",5113454.675
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",5057930.94
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",5167480.847
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",5267343.06
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",5358824.048
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",5421502.465
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",5610581.589
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",5686464.995
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",5731049.595
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",5804668.919
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",6010508.353
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",5904881.595
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",5946770.566
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",6011837.495
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",6114006.88
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",6134521.473
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",6051668.046
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",6131004.158
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",5914077.766
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",5478209.686
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",5675786.435
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",5540173.478
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",5338698.344
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",5474256.77
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",5522807.202
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",5371770.557
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",5248023.931
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",5207751.278
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",5375490.614
"United States","Carbon dioxide","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",5255816.207
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",776872.695
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",781779.433
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",780519.139
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",770710.149
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",777032.032
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",767697.234
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",760808.472
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",746757.333
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",731667.549
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",713351.443
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",707563.472
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",699820.387
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",692825.189
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",692714.441
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",686992.053
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",686112.752
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",690803.204
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",693893.135
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",700848.12
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",689678.24
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",692149.395
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",666172.529
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",658159.692
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",654406.243
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",651027.257
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",651534.655
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",642389.534
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",648382.337
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",655936.229
"United States","Methane","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",659712.703
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",452657.524
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",443229.443
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",443066.108
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",471293.158
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",456990.572
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",468807.734
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",480769.69
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",466844.894
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",467696.827
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",457479.569
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",444650.49
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",460363.927
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",458841.946
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",459796.783
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",469886.443
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",455839.839
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",452477.704
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",463541.343
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",446901.641
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",445575.854
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",454950.845
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",445575.097
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",416764.456
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",463858.788
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",473988.776
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",468244.115
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",450792.263
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",446271.465
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",459211.75
"United States","Nitrous oxide","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",457141.519
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",46289.01
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",41618.767
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",47436.534
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",47588.587
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",54341.448
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",72512.303
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",81463.002
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",91417.464
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",111160.966
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",108304.811
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",113459.441
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",109259.532
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",115376.513
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",108073.021
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",117837.755
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",120223.32
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",124048.149
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",135163.202
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",138840.567
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",137437.175
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",145692.126
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",148744.769
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",147052.653
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",146988.098
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",151613.072
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",154223.771
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",153140.312
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",154361.24
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",153440.636
"United States","Hydrofluorocarbons","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",158219.73
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",24255.672
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",20912.458
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",19481.087
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",19484.618
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",17965.004
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",18640.473
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",19867.541
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",18267.245
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",16978.6
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",16910.13
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",15923.944
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",8253.035
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",10252.681
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",8185.054
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",6841.078
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",6707.362
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",6529.937
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",8007.029
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",6362.152
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",4092.675
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",4737.931
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",7315.632
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",6404.456
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",6122.775
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",5760.308
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",5204.583
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",4390.52
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",4092.781
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",4699.574
"United States","Perfluorocarbons","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",4484.389
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1990,"Tonnes of CO2 equivalent","Thousands",28845.726
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1991,"Tonnes of CO2 equivalent","Thousands",27623.545
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1992,"Tonnes of CO2 equivalent","Thousands",27828.74
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1993,"Tonnes of CO2 equivalent","Thousands",27376.915
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",26070.978
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1995,"Tonnes of CO2 equivalent","Thousands",24865.944
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1996,"Tonnes of CO2 equivalent","Thousands",24294.702
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1997,"Tonnes of CO2 equivalent","Thousands",22670.98
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1998,"Tonnes of CO2 equivalent","Thousands",19932.913
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",1999,"Tonnes of CO2 equivalent","Thousands",19669.474
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2000,"Tonnes of CO2 equivalent","Thousands",16574.879
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2001,"Tonnes of CO2 equivalent","Thousands",15404.171
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2002,"Tonnes of CO2 equivalent","Thousands",14188.855
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2003,"Tonnes of CO2 equivalent","Thousands",13861.423
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2004,"Tonnes of CO2 equivalent","Thousands",12495.284
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",11803.056
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2006,"Tonnes of CO2 equivalent","Thousands",10511.324
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2007,"Tonnes of CO2 equivalent","Thousands",9245.615
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2008,"Tonnes of CO2 equivalent","Thousands",8403.254
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2009,"Tonnes of CO2 equivalent","Thousands",7291.978
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",7288.639
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2011,"Tonnes of CO2 equivalent","Thousands",8207.692
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",6921.745
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2013,"Tonnes of CO2 equivalent","Thousands",6513.762
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",6557.409
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2015,"Tonnes of CO2 equivalent","Thousands",5490.036
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2016,"Tonnes of CO2 equivalent","Thousands",6020.789
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2017,"Tonnes of CO2 equivalent","Thousands",5873.719
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2018,"Tonnes of CO2 equivalent","Thousands",5694.858
"United States","Sulphur hexafluoride","TOTAL","Total  emissions excluding LULUCF",2019,"Tonnes of CO2 equivalent","Thousands",5902.909
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",4057617
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",8015000
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",10543331
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",11895765
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",12300200
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",720027
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",1009000
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",1126692
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",1173900
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",1124970
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",1994,"Tonnes of CO2 equivalent","Thousands",264120
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",5e+05
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",546530
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",638600
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2014,"Tonnes of CO2 equivalent","Thousands",609770
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2005,"Tonnes of CO2 equivalent","Thousands",109000
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2010,"Tonnes of CO2 equivalent","Thousands",132503
"China (People's Republic of)","Greenhouse gases","TOTAL","Total  emissions excluding LULUCF",2012,"Tonnes of CO2 equivalent","Thousands",154518
